"Document Title","Authors","Author Affiliations","Publication Title","Date Added To Xplore","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBNs","DOI","Funding Information","PDF Link","Author Keywords","IEEE Terms","Mesh_Terms","Article Citation Count","Patent Citation Count","Reference Count","License","Online Date","Issue Date","Meeting Date","Publisher","Document Identifier"
"Study on Longitudinal Impulse Law under Braking Condition for Heavy Haul Train with ECP Brake System","C. Tian; B. Zhang","Institute of Railway and Urban Mass Transit Tongji University, Shanghai, China; Institute of Railway and Urban Mass Transit Tongji University, Shanghai, China","2020 IEEE 5th International Conference on Intelligent Transportation Engineering (ICITE)","20 Oct 2020","2020","","","585","589","This paper studies the time and position of the maximum coupler force of heavy haul train with electrically controlled pneumatic(ECP) system under the ramp change of braking condition, analyzes the causes of longitudinal impulse between vehicles, and studies the transmission law of longitudinal impulse of heavy haul train. The results show that the generation of maximum coupler force is related to ramp and longitudinal impulse transmission. When the initial speed of the train is small and the absolute value of deceleration is small, the main reason for the formation of the maximum coupler force is the influence of the ramp; when the train speed is high or the absolute value of deceleration is large, the main reason for the formation of the maximum coupler force is the longitudinal impulse transmission effect.","","978-1-7281-9409-7","10.1109/ICITE50838.2020.9231323","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9231323","electronically controlled pneumatic;heavy haul train;longitudinal impulse","Couplers;Force;Pressing;Acceleration;Atmospheric modeling;Vehicle dynamics;Employee welfare","","2","","7","IEEE","20 Oct 2020","","","IEEE","IEEE Conferences"
"Circumstance-Aware Graph Neural Network for Legal Judgment Prediction","W. Pan; Y. Chen; Z. Liu; X. Li; Z. Xu","School of Information Science and Technology, Guangdong University of Foreign Studies, Guangzhou, China; School of Information Science and Technology, Guangdong University of Foreign Studies, Guangzhou, China; School of Information Science and Technology, Guangdong University of Foreign Studies, Guangzhou, China; School of Information Science and Technology, Guangdong University of Foreign Studies, Guangzhou, China; School of Computer Science and Engineering, Central South University, Changsha, China","2023 International Conference on Asian Language Processing (IALP)","12 Dec 2023","2023","","","332","337","Legal judgment prediction aims to predict applicable law articles, charges, and the terms of penalty automatically based on the fact descriptions of the criminal cases. In general, law articles specify different penalties for the same charge according to different circumstances. When using law articles, it is important to determine the right circumstance corresponding to the fact, and apply the adequate penalty. However, most of the existing work does not distinguish circumstances in law articles, and uses the entire law article as a whole. In order to make finer-grained reasoning, we consider law articles at circumstance level. As descriptions of circumstances may depend on some other circumstances, we construct a circumstance-based law article graph (CLAG) reflecting the dependencies between circumstances in order to create better representations for them. We also propose a novel two-way attention mechanism between facts and circumstances, through which the representations of facts and circumstances can enhance mutually. The experimental results conducted on real world dataset show the superiority of our model.","2159-1970","979-8-3503-3078-6","10.1109/IALP61005.2023.10337257","National Natural Science Foundation of China(grant numbers:61976062); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10337257","Legal Judgment Prediction;Circumstance-based Law Article Graph;Two-way Attention","Law;Feature extraction;Graph neural networks;Cognition;Task analysis","","","","27","IEEE","12 Dec 2023","","","IEEE","IEEE Conferences"
"A methodology to upgrade legacy industrial systems to meet safety regulations","D. Soliman; K. Thramboulidis; G. Frey","Chair of Automation, University of Saarland, Saarbruecken, Germany; Electrical & Computer Engineering, University of Patras, Greece; Chair of Automation, University of Saarland, Saarbruecken, Germany","2011 3rd International Workshop on Dependable Control of Discrete Systems","1 Aug 2011","2011","","","141","147","There is a need to upgrade legacy system in industry to conform with safety norms and regulations defined by recent standards. The great investment for the development of these systems is the main reason for the industry to look for approaches to upgrade legacy systems instead of adopting a redevelopment of the whole system. In this paper, we describe an approach to upgrade legacy industrial applications based on the IEC61131 function block model without the need to redesign the whole application. The approach that integrates the 3+1 SysML-view model with safety engineering is adopted and is tailored to the needs of upgrading legacy applications. Challenges are identified and solutions are proposed towards the definition of the whole development process including the verification of the so generated safety application. A laboratory system is used as a case study in this paper to demonstrate the applicability of the proposed approach.","","978-1-4244-8970-1","10.1109/DCDS.2011.5970332","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5970332","3+1 SysML;Safety applications;PLCopen;verificationand validation;Model-checking","Hazards;IEC standards;Software;Computer architecture;Unified modeling language","","6","","15","IEEE","1 Aug 2011","","","IEEE","IEEE Conferences"
"Investigation of Policy Structure in Legal Authorities of Institutions Related to Water Policy Making and Management in Iran through Network Analysis","H. M. Kangarani; S. R. Nezhad; S. R. Nezhad; J. Bakhshi","Department of Natural Resources, Hormozgan University, Bandar Abbas, Iran; Department of Science, Kahnooj Azad University, Kerman, Iran; Department of Public Policy, University of Tehran, Kerman, Iran; Department of International relations, Kerman University, Kerman, Iran","2012 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining","4 Feb 2013","2012","","","1254","1258","The Codified development documents of Iran indicate that the planned objectives in water section have not been successfully operated. Therefore, the present research has tried to find the basic reasons of such failure. The study explored the power structure in legal network of formal institutions connected with water management in the framework of ""New Institutionalism Theory"". Network of legal authorities of formal institutions related to water resources in national level was delineated with ""Network Analysis"" through UCINET and Net draw Software's. The data have been analyzed using the different indices in network analysis such as centrality, degree, power, and cut point. The results show that there is no good power distribution among water section institutions and no firm relationship among administrative and authoritative institutions in this section. Moreover, nongovernmental institutions do not profit from an appropriate position in these documents. So, it is necessary for policy makers to pay more attention to a balanced power distribution among institutions in national and provincial levels.","","978-1-4673-2497-7","10.1109/ASONAM.2012.216","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6425585","water management;power structure;new institutionalism theory;network analysis;public policy","Water resources;Organizations;Law;Power distribution;Europe;Agriculture","","","","17","IEEE","4 Feb 2013","","","IEEE","IEEE Conferences"
"Simulation Experiment of the Anaerobic Degradation Law of Municipal Solid Waste","X. Zhou; S. Sang; L. Cao; H. Liu; Y. Cheng","School of Resources and Geoscience, China University of Mining and Technology, Xuzhou, Jiangsu Province, China; School of Resources and Geoscience, China University of Mining and Technology, Xuzhou, Jiangsu Province, China; School of Resources and Geoscience, China University of Mining and Technology, Xuzhou, Jiangsu Province, China; School of Resources and Geoscience, China University of Mining and Technology, Xuzhou, Jiangsu Province, China; Department of Chemistry, Huaibei Coal Industry Teachers College, Huaibei, Anhui, China","2009 3rd International Conference on Bioinformatics and Biomedical Engineering","14 Jul 2009","2009","","","1","4","Using four sets of self-designed devices, the simulation experiment was carried out, which lasted 11 months. By monitoring the content of volatile solid, fats, crude fiber and humic acid, the anaerobic degradation law of the organic fraction of municipal solid waste (OFMSW) was studied. The results show that: (1) OFMSW degradation amount takes up 82.3% of the total at the acidification stage, so the acidification stage is the main period of OFMSW degradation. (2) Methanation inhibits the degradation of fats strongly, and the fats degradation rate decreases from 4.4 g-kg-1-d-1 to 0.4 g-kg-1-d-1 rapidly at the methanation stage. (3) There is great difference among the degradation degree of hemicellulose, cellulose and lignin, and their degradation rates are 66.9%, 51.6% and 7.3% respectively. Hemicellulose/lignin and cellulose/lignin decrease linearly with degradation time, which can be used as a stabilization evaluation index in the process of OFMSW degradation. (4) LFG disturbance action and pH increase are two possible reasons to lead the total extractable hymatomelanic acid and humus acid decrease rapidly along with LFG production increase.","2151-7622","978-1-4244-2901-1","10.1109/ICBBE.2009.5163390","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5163390","","Solid modeling;Thermal degradation;Fats;Bioreactors;Production;Sampling methods;Optical fiber devices;Temperature;Evolution (biology);Land pollution","","1","","9","IEEE","14 Jul 2009","","","IEEE","IEEE Conferences"
"Can ChatGPT Obey the Traffic Regulations? Evaluating ChatGPT’s Performance on Driving-license Written Test","S. Zhou; J. Li; M. Zhang; D. Saito; H. Washizaki; K. Tei","Waseda University, Tokyo, Japan; Waseda University, Tokyo, Japan; Southwest University, Chongqing, China; Takachiho University, Tokyo, Japan; Waseda University, Tokyo, Japan; Waseda University, Tokyo, Japan","2024 International Conference on Innovation, Knowledge, and Management (ICIKM)","4 Mar 2025","2024","","","7","14","In designing and developing contemporary intelligent transportation systems (e.g., autonomous vehicles), traffic regulation is a critical factor to take into account. Generally, traffic regulations are translated into system requirements, typically formulated by expert teams comprising requirements engineers and legal professionals. However, given the complexity and geographical specificity of traffic regulations (such as differences between states or provinces), developing detailed compliance requirements is a demanding and resource-intensive task. Large language models like ChatGPT have evolved considerably, demonstrating impressive capabilities in both domains of requirement design and legal writing. This indicates its potential in aiding the expert team, reducing the manual effort required in capturing and defining requirements related to the traffic regulations. As an initial step toward this vision, this paper evaluates ChatGPT’s understanding of traffic regulations, using 814 questions from driving license written test (164 for California, US; 200 for Tokyo, Japan; 250 for Beijing, China and 200 for Singapore).","","979-8-3503-8903-6","10.1109/ICIKM63301.2024.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10904427","traffic regulations;written test;driving license;ChatGPT","Technological innovation;Translation;Law;Large language models;Manuals;Writing;Licenses;Chatbots;Regulation;Intelligent transportation systems","","","","34","IEEE","4 Mar 2025","","","IEEE","IEEE Conferences"
"Brooks' law revisited: a system dynamics approach","Pei Hsia; Chih-Tung Hsu; D. C. Kung","Computer Science Engineering Department, University of Technology, Arlington, TX, USA; Computer Science Engineering Department, University of Technology, Arlington, TX, USA; Computer Science Engineering Department, University of Technology, Arlington, TX, USA","Proceedings. Twenty-Third Annual International Computer Software and Applications Conference (Cat. No.99CB37032)","6 Aug 2002","1999","","","370","375","Brooks' law says that adding manpower to a late software project makes it later. F.P. Brooks Jr. (1995) developed the law through observation of many projects and derived the generalization. His explanation was quite reasonable and convincing. However, it becomes a debilitating statement to any software project manager who is faced with a late project. This paper presents an in-depth study of Brooks' law using the system dynamics simulation approach. Unlike the first-order approximation of Brooks' law, we found some interesting results that can benefit practicing project managers. We found that adding people to a late project will always increase its cost, but the project may not always be late. Only under a certain degree of sequential constraints among the project tasks will the project be delayed. To investigate the impact of sequential constraints, we simulated numerous task conditions and found that there is a time-line T for each project which means that, if enough manpower is added before T, the project still can finish before the scheduled deadline. If the manpower adjustment is after T, then the project will definitely be late. In this way, Brooks' law is revised and turned into a useful guiding principle to benefit software development.","0730-3157","0-7695-0368-3","10.1109/CMPSAC.1999.814310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=814310","","Electrical capacitance tomography;Delay;Scheduling;Costs;Programming;Postal services;Financial management;Software development management;Technology management;System testing","","7","","6","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"IoT and Cybersecurity Regulations: Compliance and Risk Management Strategies","S. Kulshrestha; N. Acharya; R. Pal; L. Vijayvargiya","Manipal University, Jaipur; Manipal University, Jaipur; ICFAI, Hyderabad; Manipal University, Jaipur","2024 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)","12 Mar 2025","2024","","","1","5","Within the scope of this investigation paper, the vital intersection of cybersecurity rules and the Internet of Things (IoT) is investigated, with a particular emphasis placed on compliance and threat operation tactics. Businesses have become more concerned about their susceptibility to cyber threats as the Internet of Things (IoT) bias has spread across a variety of fields. This has led to an increase in the number of nonsupervisory interventions that are targeted at safeguarding data sequestration and security. This paper elucidates the geography of Internet of Things cybersecurity regulations by conducting a comprehensive review of existing literature and nonsupervisory fabrics. In a similar vein, the article investigates the difficulties that associations encounter when attempting to adhere to these requirements and outlines effective threat operation tactics that can help mitigate the cybersecurity risks that are connected with Internet of Things deployments. This paper aims to assist policymakers, diligent interpreters, and cybersecurity professionals in navigating the complex terrain of Internet of Things (IoT) cybersecurity regulations and enhancing the adaptability of IoT ecosystems against cyber pitfalls. This will be accomplished by providing insight into nonsupervisory compliance conditions and threat mitigation approaches.","","979-8-3315-4362-4","10.1109/ICSES63760.2024.10910714","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10910714","IoT;Cybersecurity;Regulations;Compliance;Risk Management;Strategies","Geography;Reviews;Navigation;Prevention and mitigation;Ecosystems;Regulation;Fabrics;Internet of Things;Computer security;Business","","","","19","IEEE","12 Mar 2025","","","IEEE","IEEE Conferences"
"Legal Solutions - Intelligent Chatbot using Machine Learning","K. R A; K. S; R. R","Department of Computer Science and Engineering, Sri Sairam Engineering College, Chennai, India; Department of Computer Science and Engineering, Sri Sairam Engineering College, Chennai, India; Department of Computer Science and Engineering, Sri Sairam Engineering College, Chennai, India","2023 Intelligent Computing and Control for Engineering and Business Systems (ICCEBS)","19 Mar 2024","2023","","","1","6","In the digital age, navigating legal complexities can be challenging for individuals lacking legal expertise or access to legal counsel. To address this issue, we present an innovative AI chatbot solution. This chatbot empowers users by offering fundamental legal knowledge, personalized instructions, and rapid responses aligned with specific document requirements and procedural nuances. Users also have the unique capability to engage in real-time discussions with qualified attorneys, enabling them to effectively manage intricate legal matters. Furthermore, our system allows users to customize searches based on their financial circumstances and geographic location, ensuring legal guidance tailored to their individual context. Leveraging advanced machine learning techniques, the chatbot autonomously retrieves and processes information pertinent to users' particular legal concerns, ensuring timely and accurate responses. This comprehensive approach seeks to democratize legal resource access, providing equal opportunities for individuals across society to seek clarity and assistance for their legal needs. This paper outlines the chatbot's architecture, NLP techniques, and machine learning algorithms while highlighting its potential to revolutionize legal support services","","979-8-3503-9458-0","10.1109/ICCEBS58601.2023.10448748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10448748","Legal issues;queries;assistance;chatbot;attorney consultation;paraphrase-MiniLML6-v2;natural language processing (NLP);machine learning;artificial intelligence;cosine similarity","Schedules;Law;Process control;Machine learning;Chatbots;Tokenization;Real-time systems","","1","","8","IEEE","19 Mar 2024","","","IEEE","IEEE Conferences"
"Development of Assistance System for Online Dispute Resolution and Legal Advice Using AIML","N. K. Sahu; R. Soni; P. Namdeo; N. Mishra; P. H. Naidu; P. Pawar","Artificial Intelligence and Robotics, Gyan Ganga Institute of Technology and Science, Jabalpur, India; Computer Science and Engineering, Gyan Ganga Institute of Technology and Science, Jabalpur, India; Computer Science and Engineering, Gyan Ganga Institute of Technology and Science, Jabalpur, India; Computer Science and Engineering, Gyan Ganga Institute of Technology and Science, Jabalpur, India; Computer Science and Engineering, Gyan Ganga Institute of Technology and Science, Jabalpur, India; Computer Science and Engineering, Gyan Ganga Institute of Technology and Science, Jabalpur, India","2025 International Conference on Computational, Communication and Information Technology (ICCCIT)","24 Mar 2025","2025","","","142","146","In the present work, the main goal is to reduce the downsides of litigation and other traditional conflict resolution procedures. Many people and corporations avoid litigation due to its high costs, extended timelines, and mental stress. This methodology presents a fresh perspective on conflict resolution, one that makes use of technology to simplify the process and provides an affordable and easily accessible option. At the heart of this strategy is an Online Dispute Resolution (ODR) platform that allows for the digital resolution of disputes, doing away with the necessity for physical presence and the expenses that come along with it. Everyone from sole proprietors to large corporations, regardless of their level of legal knowledge, may utilize the platform because to its intuitive design. Eventually, this initiative seeks to enable individuals and companies to confidently and easily manage legal difficulties by reshaping the landscape of legal dispute resolution with an emphasis on speed, accessibility, and openness. Reduced legal fees, reduced time to resolution, and less emotional toll on parties are just a few of the many advantages of this strategy. People with private legal issues and small and medium-sized businesses (SMEs) resolving business conflicts are among our project's intended users.","","979-8-3315-1296-5","10.1109/ICCCIT62592.2025.10927904","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10927904","Online Dispute Resolution (ODR);Artificial Intelligence;Justice-Assist;Legal Advice System;Cost Effective Legal Solutions;Small and Medium Enterprises;Remote Legal Assistance","Heart;Costs;Law;Navigation;Human factors;Companies;Information and communication technology;Artificial intelligence;Business","","","","9","IEEE","24 Mar 2025","","","IEEE","IEEE Conferences"
"Improvement of reliabilities of regulations using a hierarchical structure in a genetic network","S. Kimura; M. Okada-Hatakeyama","Graduate School of Engineering, Tottori University, Tottori, Japan; RIKEN Center for Integrative Medical Sciences, Yokohama, Japan","2015 International Joint Conference on Neural Networks (IJCNN)","1 Oct 2015","2015","","","1","7","A number of genetic network inference methods have been proposed. These methods often infer many erroneous regulations. In order to decrease the number of erroneous regulations, this study uses a priori knowledge that biochemical networks exhibit hierarchical structures. This study detects the hierarchical structure in the target network using a hierarchical random graph model proposed by Clauset and colleagues. When the regulations inferred by the inference method are inconsistent with the detected hierarchical structure, we can conclude that they are unreasonable. However, it is not always easy to detect the hierarchical structure in the target network because of the regulations erroneously inferred by the inference method. In order to obtain a reasonable hierarchical structure, this study first infers a large number of genetic networks from the observed gene expression data by using a method that combines a genetic network inference method with a bootstrap method. We then extract a hierarchical structure from the inferred multiple genetic networks so that it is consistent with most of the networks. Through numerical experiments, we finally show that the use of the hierarchical structure in the network improves the reliabilities of regulations inferred by the genetic network inference method.","2161-4407","978-1-4799-1960-4","10.1109/IJCNN.2015.7280362","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7280362","","Reliability;Periodic structures;Search problems;Genetics;Time measurement","","","","15","IEEE","1 Oct 2015","","","IEEE","IEEE Conferences"
"Legal and Technical Aspects of Web Forensics","Y. U. Sonmez; A. Varol","Faculty of Technology, Firat University, Elazig, Turkey; Faculty of Technology, Firat University, Elazig, Turkey","2019 7th International Symposium on Digital Forensics and Security (ISDFS)","11 Jul 2019","2019","","","1","7","Web forensics is a discipline that has legal and technical aspects and deals with a continuously expanding problem. This study has been conducted for two reasons-to answer the question `Can criminal tendency be detected from web activities?' and to contribute to technical developments in computer forensics. Criminal records for conventional and cybercrimes committed in Turkey, detection of criminals, the sentences given, and the methods used have been examined. The technical developments in the literature dealing with web forensics have been investigated and emphasis has been laid on the types of crimes to be handled in order to develop new models. The process, method, technique, application and software of the web forensics procedure, which handles web activities, have been investigated. We observed that problems are encountered mainly at the stage of evidence analysis. The crime models that were analyzed in the legal department were determined in order to create a database for new models in the technical field.","","978-1-7281-2827-6","10.1109/ISDFS.2019.8757536","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8757536","web forensics;information technology law","Browsers;Forensics;Criminal law;Internet;Computer crime","","1","","14","IEEE","11 Jul 2019","","","IEEE","IEEE Conferences"
"Cyber law and espionage law as communicating vessels","A. Lubin","Post-Doctoral Cyber Research Fellow, Tufts University, Medford, MA, United States","2018 10th International Conference on Cyber Conflict (CyCon)","9 Jul 2018","2018","","","203","226","Existing legal literature would have us assume that espionage operations and ""below-the-threshold"" cyber operations are doctrinally distinct. Whereas one is subject to the scant, amorphous, and under-developed legal framework of espionage law, the other is subject to an emerging, ever-evolving body of legal rules, known cumulatively as cyber law. This dichotomy, however, is erroneous and misleading. In practice, espionage and cyber law function as communicating vessels, and so are better conceived as two elements of a complex system, Information Warfare (IW). This paper therefore first draws attention to the similarities between the practices - the fact that the actors, technologies, and targets are interchangeable, as are the knee-jerk legal reactions of the international community. In light of the convergence between peacetime Low-Intensity Cyber Operations (LICOs) and peacetime Espionage Operations (EOs) the two should be subjected to a single regulatory framework, one which recognizes the role intelligence plays in our public world order and which adopts a contextual and consequential method of inquiry. The paper proceeds in the following order: Part 2 provides a descriptive account of the unique symbiotic relationship between espionage and cyber law, and further explains the reasons for this dynamic. Part 3 places the discussion surrounding this relationship within the broader discourse on IW, making the claim that the convergence between EOs and LICOs, as described in Part 2, could further be explained by an even larger convergence across all the various elements of the informational environment. Parts 2 and 3 then serve as the backdrop for Part 4, which details the attempt of the drafters of the Tallinn Manual 2.0 to compartmentalize espionage law and cyber law, and the deficits of their approach. The paper concludes by proposing an alternative holistic understanding of espionage law, grounded in general principles of law, which is more practically transferable to the cyber realm.","2325-5374","978-9-9499-9043-6","10.23919/CYCON.2018.8405018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8405018","international law;information warfare;espionage;cyber law;Tallinn Manual 2.0;sovereignty;diplomatic law;consular law;general principles of law","Law;Convergence;Manuals;Malware;Cyberattack;IP networks","","5","","","","9 Jul 2018","","","IEEE","IEEE Conferences"
"Immutable Law No. 2: The Law of the Ecosystem","P. Sugai; M. Koeder; L. Ciferri","NA; NA; NA","The Six Immutable Laws of Mobile Business","","2009","","","22","57","This chapter contains sections titled: <list style=""bulleted"" xml:id=""l1""> <listItem> A Brief History of GSM </listItem> <listItem> A Brief History of CDMA </listItem> <listItem> A Brief History of PDC </listItem> <listItem> Is Technology the Reason? </listItem> <listItem> A Wap Primer </listItem> <listItem> The Value System Versus the Ecosystem </listItem> <listItem> Player Category 1: Network Operators </listItem> <listItem> Player Category 2: Infrastructure Providers </listItem> <listItem> Player Category 3: Handset Manufacturers </listItem> <listItem> Player Category 4: Middleware Providers </listItem> <listItem> Player Category 5: Application Developers </listItem> <listItem> Player Category 6: Content Providers </listItem> <listItem> Player Category 7: Service Providers </listItem> <listItem> Player Category 8: Consumers </listItem> <listItem> The War for Scarce Resources </listItem> <listItem> Teamwork and Quality </listItem> <listItem> The Costs </listItem> <listItem> Two‐Way Failures </listItem> <listItem> Google Android's Ecosystem </listItem> <listItem> The Takeaway </listItem> </list>","","9780470530207","10.1002/9780470530214.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8040534.pdf&bkn=8039575&pdfType=chapter","","Mobile communication;GSM;Multiaccess communication;Mobile handsets;History","","","","","","22 Sep 2017","","","Wiley","Wiley Telecom eBook Chapters"
"MineShark AI: Respond to Text Queries and regulations applicable to mining Industries","A. P; S. M; V. S. Chauhan; H. Bin Tarique; A. Motani; S. Chatterjee","Dept of ISE, Ramaiah Institute of Technology, Bengaluru, Karnataka, India; Dept of ISE, Ramaiah Institute of Technology, Bengaluru, Karnataka, India; Dept of ISE, Ramaiah Institute of Technology, Bengaluru, Karnataka, India; Dept of ISE, Ramaiah Institute of Technology, Bengaluru, Karnataka, India; Dept of ISE, Ramaiah Institute of Technology, Bengaluru, Karnataka, India; Dept of ISE, Ramaiah Institute of Technology, Bengaluru, Karnataka, India","2025 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics (IITCEE)","14 Mar 2025","2025","","","1","5","The current work MineShark_AI is an Artificial Intelligence-driven platform designed to respond to text queries and provide comprehensive regulatory information for the mining industry. Leveraging natural language processing (NLP) and machine learning algorithms, MineShark_AI accurately interprets user queries and delivers relevant information on mining regulations. The platform encompasses location and country-specific regulations, ensuring compliance and operational safety. MineShark_AI serves as a valuable resource for mining professionals, enhancing decision-making processes and streamlining regulatory adherence through a user-friendly interface. This innovative solution addresses the complexities of mining regulations, promoting industry best practices and sustainability.","","979-8-3315-1591-1","10.1109/IITCEE64140.2025.10915537","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10915537","Artificial Intelligence;Natural Language Processing;Machine Learning;operational safety","Machine learning algorithms;Decision making;Machine learning;Regulation;Natural language processing;Safety;Complexity theory;Mining industry;Sustainable development;Best practices","","","","14","IEEE","14 Mar 2025","","","IEEE","IEEE Conferences"
"Tools for intelligent decision support system development in the legal domain","A. Stranieri; J. Zeleznikow","Donald Berman Laboratory for Information Technology and Law, Applied Computing Research Institute, La Trobe University, Bundoora, VIC, Australia; Donald Berman Laboratory for Information Technology and Law, Applied Computing Research Institute, La Trobe University, Bundoora, VIC, Australia","Proceedings 12th IEEE Internationals Conference on Tools with Artificial Intelligence. ICTAI 2000","6 Aug 2002","2000","","","186","189","We describe tools that are particularly suited to the development of knowledge based systems in the domain of law. The first tool is a conceptual model that supports the categorization of legal tasks. Once categorized, tasks can be mapped onto to the most appropriate artificial reasoning model (if any) for computer based implementation. This scheme is based on theoretical and cultural perspectives that have currency in the legal domain yet may have less relevance in other domains. The second tool, which we call the sequenced transition network, involves reducing the involvement of a knowledge engineer so that domain experts can more easily develop and maintain their own knowledge bases.","1082-3409","0-7695-0909-6","10.1109/TAI.2000.889867","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=889867","","Intelligent systems;Decision support systems;Law;Legal factors;Taxonomy;Gold;Knowledge based systems;Diagnostic expert systems;Appropriate technology;Laboratories","","4","","14","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Exploring Corporate Law Violations Through Data-Driven Clustering Approaches","N. Akter; M. A. Sufian; N. N. Rimi; A. I. Rinky; S. M. S. I. Rishad; M. T. R. Tarafder","Collage of Technology and Engineering, Westcliff University, Irvine, California, USA; College of Business, Westcliff University, Irvine, California, USA; Collage of Technology and Engineering, Westcliff University, Irvine, California, USA; Department of IT, Washington University of Science and Technology, Alexandria, USA; Collage of Technology and Engineering, Westcliff University, Irvine, California, USA; Collage of Technology and Engineering, Westcliff University, Irvine, California, USA","2025 International Conference on Advancement in Data Science, E-learning and Information System (ICADEIS)","26 Mar 2025","2025","","","1","6","Breaches of corporate law usually involve intricate arrangements and connections, which are impossible to search and monitor, hence giving alerts to them through analysis and predictive modelling. The computer software assists in finding data of social cooperation type in this research, data mapping, and examining a wide range of data sets such as historical cases, regulatory filings, and anthropocentric corporate governance records on the other hand. Our theory was modified several times to try different clustering methods, k-means methods, hierarchical clusters, etc. All these techniques were used to achieve the goals of detecting hidden connections and trends in a group of legal entities – types of violations, types of outcomes of a legal dispute. One of our main conclusions is that it is possible to use clustering as a tool to assess higher-risk entities and their violation tendencies in regulatory compliance rules. Clustering analyses conducted previously also suggest that clustering and its related techniques can be of value to legal practitioners, legislators, and auditors in devising remedial intervention strategies to curb all forms of corporate law violations. The study proposes a novel approach to the violation of corporate laws through the utilization of subject matter expertise and data science techniques like unsupervised learning thus revolutionizing and expanding the domain of regulatory policy and anti-corruption legislation by the introduction of new law compliance regimes.","","979-8-3315-1332-0","10.1109/ICADEIS65852.2025.10933203","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10933203","Clustering Techniques;Corporate Law Violations;Machine Learning;Regulatory Compliance;Unsupervised Learning","Sensitivity;Regulators;Law;Machine learning;Predictive models;Data science;Data models;Software;Regulation;Unsupervised learning","","","","21","IEEE","26 Mar 2025","","","IEEE","IEEE Conferences"
"Fusing legal knowledge","E. Gregoire","CRIL-CNRS Université d'Artois, Lens, France","Proceedings of the 2004 IEEE International Conference on Information Reuse and Integration, 2004. IRI 2004.","23 May 2005","2004","","","522","529","In this paper, the problem of fusing various sources of legal knowledge is addressed. It is shown that standard logic-based approaches to knowledge fusion can unfortunately transform necessary conditions for a rule to apply into sufficient ones. A transformation schema that solves this problem is then proposed and analyzed.","","0-7803-8819-4","10.1109/IRI.2004.1431514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1431514","","Law;Legal factors;Finance;Artificial intelligence;Knowledge based systems;Information resources;Lenses;Encoding;Fuses;Information analysis","","2","","20","IEEE","23 May 2005","","","IEEE","IEEE Conferences"
"HILDA: knowledge extraction from neural networks in legal rule based and case based reasoning","P. A. Egri; P. F. Underwood","Faculty of Law and Legal Practice, Sydney University of Technology, Sydney, Australia; Faculty of Law and Legal Practice, University of Technology-Sydney, Sydney, Australia","Proceedings of ICNN'95 - International Conference on Neural Networks","6 Aug 2002","1995","4","","1800","1805 vol.4","A major requirement for legal expert systems involved in generating legal advice and purporting to adjudicate on disputes is that they explain their reasoning. Even systems involved in predicting the outcomes of legal disputes are enhanced by this facility. Difficulties in extracting knowledge from neural networks (""NNs"") have made their application to legal expert systems somewhat limited. HILDA incorporates some aspects of rule based reasoning (""RBR"") and case based reasoning (""CBR"") to assist the user in predicting case outcomes and generating arguments and case decisions. The system can use the NN to guide RBR and CBR in a number of ways. Knowledge extracted from a NN could also be used to iteratively refine the system's domain theory. This refined domain theory is one way in which HILDA can carry out RBR and CBR.","","0-7803-2768-3","10.1109/ICNN.1995.488894","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=488894","","Neural networks;Intelligent networks;Law;Legal factors;Computer aided software engineering;Contracts;Australia;Expert systems;Legislation;Mirrors","","2","","9","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
